[Tue Nov  4 22:33:19 CET 2025] Running METHOD=cripser, DATASET=imagenet, DIM=1
Saving to results/cripser/imagenet/dim1.csv
Running cripser on datasets/imagenet_npy (maxdim=1)...
  Running img_122.npy ... done (1.10s, 27.44MB)
  Running img_1220.npy ... done (1.00s, 28.93MB)
  Running img_1221.npy ... done (0.78s, 27.22MB)
  Running img_1222.npy ... done (0.98s, 27.29MB)
  Running img_1223.npy ... done (0.92s, 28.86MB)
  Running img_1224.npy ... done (1.08s, 26.93MB)
  Running img_1225.npy ... done (0.68s, 28.43MB)
  Running img_1226.npy ... done (0.87s, 29.04MB)
  Running img_1227.npy ... done (0.85s, 28.30MB)
  Running img_1228.npy ... done (0.91s, 29.75MB)
  Running img_1229.npy ... done (0.93s, 29.44MB)
  Running img_123.npy ... done (1.01s, 28.67MB)
  Running img_1230.npy ... done (0.84s, 29.63MB)
  Running img_1231.npy ... done (0.99s, 27.38MB)
  Running img_1232.npy ... done (0.83s, 30.61MB)
  Running img_1233.npy ... done (1.16s, 26.70MB)
  Running img_1234.npy ... done (0.84s, 27.95MB)
  Running img_1235.npy ... done (0.94s, 27.79MB)
  Running img_1236.npy ... done (0.82s, 29.63MB)
  Running img_1237.npy ... done (0.98s, 29.57MB)
  Running img_1238.npy ... done (0.89s, 29.67MB)
  Running img_1239.npy ... done (0.96s, 27.01MB)
  Running img_124.npy ... done (0.98s, 26.52MB)
  Running img_1240.npy ... done (0.94s, 26.12MB)
  Running img_1241.npy ... done (1.01s, 27.27MB)
  Running img_1242.npy ... done (1.02s, 29.21MB)
  Running img_1243.npy ... done (0.85s, 30.35MB)
  Running img_1244.npy ... done (1.06s, 29.56MB)
  Running img_1245.npy ... done (0.95s, 26.91MB)
  Running img_1246.npy ... done (1.00s, 27.62MB)
  Running img_1247.npy ... done (0.87s, 28.80MB)
  Running img_1248.npy ... done (1.07s, 29.34MB)
  Running img_1249.npy ... done (0.96s, 28.06MB)
  Running img_125.npy ... done (0.75s, 28.97MB)
  Running img_1250.npy ... done (0.73s, 31.88MB)
  Running img_1251.npy ... done (0.72s, 29.97MB)
  Running img_1252.npy ... done (0.95s, 28.64MB)
  Running img_1253.npy ... done (1.04s, 27.35MB)
  Running img_1254.npy ... done (0.93s, 29.87MB)
  Running img_1255.npy ... done (0.95s, 29.43MB)
  Running img_1256.npy ... done (0.89s, 27.13MB)
  Running img_1257.npy ... done (0.90s, 29.60MB)
  Running img_1258.npy ... done (0.74s, 30.30MB)
  Running img_1259.npy ... done (0.90s, 28.79MB)
  Running img_126.npy ... done (0.73s, 30.05MB)
  Running img_1260.npy ... done (0.87s, 28.35MB)
  Running img_1261.npy ... done (0.87s, 30.40MB)
  Running img_1262.npy ... done (0.92s, 28.76MB)
  Running img_1263.npy ... done (1.09s, 28.90MB)
  Running img_1264.npy ... done (0.84s, 28.07MB)
  Running img_1265.npy ... done (0.80s, 28.02MB)
  Running img_1266.npy ... done (1.05s, 30.59MB)
  Running img_1267.npy ... done (1.09s, 26.81MB)
  Running img_1268.npy ... done (0.86s, 29.17MB)
  Running img_1269.npy ... done (0.77s, 28.24MB)
  Running img_127.npy ... done (0.85s, 30.93MB)
  Running img_1270.npy ... done (0.97s, 29.78MB)
  Running img_1271.npy ... done (1.05s, 32.80MB)
  Running img_1272.npy ... done (0.83s, 28.80MB)
  Running img_1273.npy ... done (1.01s, 29.32MB)
  Running img_1274.npy ... done (0.99s, 29.17MB)
  Running img_1275.npy ... done (0.88s, 29.82MB)
  Running img_1276.npy ... done (0.87s, 29.34MB)
  Running img_1277.npy ... done (0.87s, 28.53MB)
  Running img_1278.npy ... done (0.82s, 26.81MB)
  Running img_1279.npy ... done (0.93s, 28.05MB)
  Running img_128.npy ... done (0.72s, 30.46MB)
  Running img_1280.npy ... done (0.83s, 29.47MB)
  Running img_1281.npy ... done (0.70s, 29.35MB)
  Running img_1282.npy ... done (0.84s, 30.03MB)
  Running img_1283.npy ... done (0.97s, 28.76MB)
  Running img_1284.npy ... done (1.07s, 29.05MB)
  Running img_1285.npy ... done (0.95s, 28.27MB)
  Running img_1286.npy ... done (1.01s, 26.52MB)
  Running img_1287.npy ... done (0.96s, 28.73MB)
  Running img_1288.npy ... done (0.87s, 29.20MB)
  Running img_1289.npy ... done (0.94s, 28.35MB)
  Running img_129.npy ... done (0.99s, 29.16MB)
  Running img_1290.npy ... done (0.95s, 28.96MB)
  Running img_1291.npy ... done (0.97s, 27.59MB)
  Running img_1292.npy ... done (1.00s, 29.00MB)
  Running img_1293.npy ... done (0.82s, 29.50MB)
  Running img_1294.npy ... done (0.86s, 27.73MB)
  Running img_1295.npy ... done (1.03s, 28.51MB)
  Running img_1296.npy ... done (0.94s, 27.55MB)
  Running img_1297.npy ... done (1.06s, 29.44MB)
  Running img_1298.npy ... done (0.76s, 28.89MB)
  Running img_1299.npy ... done (0.92s, 28.44MB)
  Running img_13.npy ... done (1.02s, 30.12MB)
  Running img_130.npy ... done (1.01s, 26.92MB)
  Running img_1300.npy ... done (0.88s, 29.63MB)
  Running img_1301.npy ... done (0.93s, 28.82MB)
